,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
1294,2,45000,730,5 out of 17,2,"Raheja Heights, Malad East",2,1,Family,2
1295,2,50000,750,10 out of 20,2,"Hillcrest, Andheri East",2,2,Bachelors/Family,2
1296,1,18500,229,5 out of 9,1,Vile Parle,2,2,Bachelors/Family,1
1297,2,51000,910,10 out of 19,2,"Rivali Park, Borivali East",2,1,Bachelors,2
1298,4,140000,1648,21 out of 58,2,"Sheth Auris Serinity, Malad West",2,2,Bachelors/Family,5
1299,3,80000,1100,48 out of 54,2,"Alpine Shapoorji Pallonji, Thakur Village, Kandivali East",2,1,Family,3
1300,1,30000,560,2 out of 4,2,Ghatkopar East,2,1,Bachelors,2
1301,2,85000,850,4 out of 6,2,Andheri West,2,1,Bachelors/Family,2
1302,1,15000,450,2 out of 4,1,Dahisar East,2,1,Family,1
1303,2,50000,820,7 out of 28,2,"Raheja Heights, BMC Colony Malad East",2,2,Bachelors/Family,2
1304,2,60000,750,10 out of 20,2,"Tridhaatu Bhaveshwar Vilas, Central Avenue Road",2,1,Bachelors/Family,2
1305,1,23000,410,4 out of 7,2,"Midas Enclave CHS , Nandiadwala Colony",2,1,Bachelors/Family,1
1306,1,14500,490,12 out of 20,2,Ketki Pada,2,1,Bachelors/Family,2
1307,2,40000,700,11 out of 15,2,Collector Colony,2,1,Bachelors/Family,2
1308,1,80000,560,1 out of 7,2,Waterfield Road,2,2,Bachelors/Family,1
1309,2,55000,650,8 out of 18,2,"White Lily Apartment, Bhandup East",2,1,Bachelors/Family,2
1310,1,12000,520,2 out of 3,1,in Mira Road,2,2,Bachelors/Family,1
1311,2,45000,850,9 out of 12,2,"Eco Residency, Andheri East",2,1,Bachelors/Family,2
1312,2,90000,777,19 out of 22,2,"Hiranandani Castle Rock, Hiranandani Gardens",2,2,Bachelors/Family,2
1313,2,43000,771,15 out of 37,2,"Kalpataru Crest, Bhandup West",2,1,Bachelors/Family,2
1314,1,22000,400,3 out of 7,2,"Midas Enclave CHS , Nandiadwala Colony",2,1,Bachelors/Family,1
1315,2,20000,600,7 out of 7,2,"Marigold-5, Beverly Park",2,2,Family,2
1316,1,26000,390,Upper Basement out of 7,2,"Greenfields CHS, Andheri East",2,2,Bachelors/Family,2
1317,4,850000,3200,2 out of 4,2,Breach Candy,2,2,Bachelors/Family,4
1318,1,34999,450,5 out of 12,2,"HDIL Premier Residences, Kurla West",2,2,Bachelors/Family,2
1319,1,35000,500,7 out of 23,1,Powai,2,2,Bachelors/Family,2
1320,1,50000,410,6 out of 12,2,Dadar East,2,2,Bachelors/Family,1
1321,1,16000,160,2 out of 3,2,Lal Baug,2,1,Bachelors/Family,1
1322,2,55000,750,10 out of 14,2,Chandivali,2,1,Bachelors/Family,2
1323,1,39000,585,3 out of 7,1,"Chanchal Kalyan Complex, Yari Road",2,1,Family,2
1324,3,100000,1300,12 out of 24,2,"L&T Emerald Isle, Powai",2,2,Family,3
1325,1,25000,350,2 out of 17,2,Ghatla,2,2,Bachelors/Family,1
1326,1,25000,490,3 out of 7,1,Kandivali East,2,2,Bachelors/Family,2
1327,2,49500,650,5 out of 16,2,Juhu Versova Link Road,2,1,Family,2
1328,1,21000,225,6 out of 24,2,Lower Parel,2,1,Bachelors/Family,1
1329,2,110000,850,5 out of 13,2,Pali Hill,2,2,Bachelors/Family,2
1330,1,21000,385,Ground out of 5,1,in Santacruz East,2,1,Bachelors/Family,1
1331,2,46700,800,2 out of 7,2,"Milap CHS, Seven Bungalows",2,1,Family,2
1332,4,400000,2500,5 out of 12,2,Bandra West,2,2,Bachelors/Family,4
1333,4,280000,1526,76 out of 78,2,"Lodha Marquise, Worli",2,2,Bachelors/Family,5
1334,1,18000,300,3 out of 10,1,Kurla West,2,1,Bachelors/Family,1
1335,3,80000,1800,10 out of 13,1,"Sabari Palm View, Chembur",2,2,Bachelors/Family,3
1336,2,88000,800,5 out of 20,2,"Kanakia Paris, Bandra Kurla Complex",2,2,Bachelors/Family,2
1337,3,90000,890,20 out of 27,2,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",2,2,Family,2
1338,2,38000,700,14 out of 23,2,"Sky Villa, Gokuldham",2,1,Bachelors/Family,2
1339,1,20000,465,3 out of 4,1,in Borivali East,2,2,Bachelors,1
1340,2,140000,900,8 out of 36,2,"Marathon Next Gen Era, Lower Parel",2,2,Family,2
1341,3,78000,1073,8 out of 20,2,"Raheja Ridgewood, Goregaon East",2,2,Bachelors/Family,3
1342,1,21000,450,4 out of 7,1,Chembur,2,1,Bachelors/Family,1
1343,3,95000,1350,8 out of 16,2,"Rajesh Raj Classic, Yari Road",2,2,Bachelors/Family,3
1344,2,90000,800,5 out of 8,2,"Band Stand, Bandra Band Stand",2,2,Bachelors/Family,2
1345,2,34000,600,4 out of 7,2,"Shiv Dham Apartment, Goregaon East",2,1,Bachelors,2
1346,2,55000,650,5 out of 15,2,Sion Trombay Road,2,1,Bachelors/Family,2
1347,2,52000,550,3 out of 3,2,Dadar East,2,2,Bachelors,2
1348,1,74999,840,8 out of 17,2,"Celestia Spaces, Balkrishna Dadu Karade Chowk",2,1,Bachelors/Family,2
1349,3,75000,1121,30 out of 45,2,"DB Woods, Gokuldham",2,2,Bachelors/Family,2
1350,2,45000,650,2 out of 12,2,"Swastik Pride, Chembur East",2,1,Bachelors/Family,2
1351,1,22000,575,14 out of 14,1,Kanjurmarg East,2,1,Bachelors/Family,1
1352,1,32000,475,3 out of 4,1,Andheri East,2,2,Bachelors/Family,1
1353,2,34000,830,9 out of 21,2,"Indraprastha CHS, Bhayandar East",2,2,Bachelors/Family,2
1354,3,170000,1337,28 out of 30,2,"Oberoi Splendor Grande, Agarkar Chowk",2,2,Bachelors/Family,3
1355,1,23000,420,5 out of 7,2,"Spring Leaf, Lokhandwala Twp",2,2,Bachelors/Family,2
1356,1,20000,310,Ground out of 7,2,Malad West,2,1,Bachelors,1
1357,3,350000,1800,2 out of 12,2,Khar West,2,2,Family,4
1358,3,90000,967,14 out of 33,2,"Romell Aether, Goregaon East",2,2,Bachelors/Family,3
1359,1,55000,505,4 out of 12,2,"Godrej The Trees, Vikhroli East",2,2,Bachelors/Family,1
1360,1,15000,275,3 out of 7,1,Borivali East,2,1,Bachelors/Family,1
1361,2,22000,640,21 out of 21,2,Mahajan Wadi,2,2,Family,2
1362,3,60000,1500,10 out of 23,2,Film City,2,2,Bachelors/Family,3
1363,2,49000,850,10 out of 23,2,"Lakshchandi Height, Goregaon East",2,2,Bachelors/Family,2
1364,2,34000,900,12 out of 25,2,"Challenger Tower, Thakur Village, Kandivali East",2,2,Bachelors/Family,2
1365,1,24000,430,6 out of 7,2,"Bhoomi Elegant, Thakur Complex",2,2,Bachelors/Family,2
1366,4,270000,1649,18 out of 29,2,"Adani Western Heights, Andheri West",2,2,Family,3
1367,3,69000,1100,12 out of 24,2,Chandivali,2,1,Bachelors/Family,3
1368,3,120000,1200,14 out of 35,2,Worli,2,2,Bachelors/Family,3
1369,2,32000,680,5 out of 20,2,"Galassia, Kandarpada",2,1,Family,2
1370,2,24000,600,5 out of 7,2,Charkop,2,2,Bachelors,2
1371,4,100000,1560,12 out of 19,2,"diamond garden, Chembur",2,1,Bachelors/Family,4
1372,2,45000,771,20 out of 37,2,"Kalpataru Crest, Bhandup West",2,1,Bachelors/Family,2
1373,2,80000,800,7 out of 22,2,"Hiranandani Castle Rock, Powai",2,2,Bachelors/Family,2
1374,2,37000,800,5 out of 14,1,"Mayuresh Srishti, Bhandup West",2,2,Bachelors,2
1375,3,210000,1425,9 out of 35,2,"The Primordial House, Kemps Corner",2,2,Bachelors,4
1376,4,190000,1750,5 out of 17,2,"Godrej The Trees, Pirojshah Nagar",2,2,Bachelors/Family,4
1377,1,25000,475,11 out of 15,2,Ghatkopar East,2,1,Bachelors,2
1378,4,210000,2000,27 out of 27,2,Vikhroli,2,1,Bachelors,5
1379,3,200000,1375,15 out of 60,2,"Raheja Imperia, Worli",2,2,Family,3
1380,1,26000,650,1 out of 3,1,Srinagarchs chembur west near sankralyammandir,2,2,Bachelors/Family,1
1381,2,27000,600,18 out of 20,2,"Royal Palms, Goregaon East",2,1,Bachelors,2
1382,1,26000,649,3 out of 3,1,"Uttam Society, Chembur",2,1,Bachelors/Family,1
1383,2,60000,950,2 out of 8,2,"Green Woods Chkala, Andheri East",2,2,Bachelors,2
1384,1,12000,225,7 out of 7,2,Ashok Van,2,1,Family,1
1385,2,180000,1000,6 out of 10,2,Malabar Hill,2,2,Bachelors/Family,2
1386,1,30000,330,13 out of 40,2,Malad East,2,2,Family,1
1387,3,100000,1200,8 out of 14,2,Khar West,2,2,Bachelors/Family,3
1388,3,140000,1270,15 out of 60,2,"Lodha Azzuro , Parel",2,2,Bachelors,3
1389,3,70000,920,14 out of 21,2,"Safal Twins, Chembur",2,1,Bachelors/Family,3
1390,2,20000,630,4 out of 22,2,"SK Imperial Heights, Mira Road East",2,1,Family,2
1391,2,22000,670,4 out of 12,2,"Prathamesh Heritage, Beverly Park",2,2,Family,2
1392,1,32000,450,1 out of 5,1,Andheri West,2,2,Bachelors/Family,1
1393,1,20000,265,6 out of 7,1,Mazgaon,2,1,Bachelors/Family,1
1394,2,50000,600,9 out of 11,2,"K Raheja Maple Leaf, Powai",2,2,Bachelors/Family,2
1395,2,29000,670,7 out of 7,2,Amar Nagar,2,1,Family,2
1396,2,45000,650,10 out of 18,2,Chandivali,2,2,Bachelors/Family,2
1397,1,6500,422,9 out of 15,2,Nalasopara West,2,2,Family,2
1398,2,55000,955,8 out of 22,2,"MJ Shah Centrio, Chembur",2,1,Bachelors/Family,2
1399,3,69999,1100,6 out of 13,2,Kurla,2,2,Bachelors/Family,3
1400,1,18500,300,3 out of 4,2,JL Tambe Nagar,2,1,Bachelors,1
1401,2,50000,900,5 out of 17,2,"Dheeraj Valley Tower, Goregaon East",2,2,Bachelors/Family,2
1402,2,45000,785,2 out of 7,2,Chakala,2,1,Bachelors,2
1403,3,85000,1350,20 out of 31,2,"HDIL Metropolis, 4 Bunglows",2,2,Family,3
1404,2,85000,900,27 out of 45,2,"Ruparel Ariana, Parel",2,2,Bachelors/Family,2
1405,1,25000,400,18 out of 23,2,Worli,2,1,Bachelors,1
1406,2,75000,800,19 out of 20,2,"Sethia Grandeur, Bandra East",2,2,Bachelors,3
1407,2,190000,895,32 out of 46,2,"Indiabulls Blu, Worli",2,2,Bachelors/Family,2
1408,1,20000,625,10 out of 12,1,Dahisar East,2,2,Bachelors/Family,1
1409,2,30000,720,5 out of 14,2,"Samarth Garden, Bhandup West",2,2,Bachelors/Family,2
1410,2,75000,750,4 out of 13,2,"Utkarsh CHS, Prabhadevi",2,2,Bachelors/Family,2
1411,3,350000,1663,19 out of 85,2,"Indiabulls Blu, Worli Naka Acharaya Atre Chowk",2,2,Bachelors/Family,2
1412,2,70000,660,Ground out of 6,2,Azad Nagar Colaba,2,2,Bachelors/Family,2
1413,2,32000,700,Ground out of 7,2,"MUKTA MAHEK, Thakur Complex",2,2,Bachelors/Family,2
1414,1,22000,377,3 out of 23,1,"Srishti Elegance, Bhandup West",2,1,Bachelors/Family,2
1415,2,35000,650,5 out of 6,2,Thakur Complex,2,2,Family,2
1416,2,47000,650,5 out of 7,2,"117 Residency, Chembur East",2,1,Bachelors/Family,2
1417,4,400000,2080,34 out of 46,2,"Indiabulls Blu, Worli",2,2,Bachelors/Family,5
1418,2,31000,700,2 out of 8,1,"Sai Aasha Daya, Mulund East",2,2,Bachelors/Family,2
1419,1,60000,430,1 out of 7,2,Bandra West,2,2,Bachelors/Family,1
1420,2,58000,650,15 out of 24,2,"L&T Emerald Isle, Powai",2,1,Family,2
1421,3,85000,890,4 out of 27,2,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",2,2,Bachelors/Family,2
1422,2,45000,965,19 out of 27,1,Bhakti Park,2,1,Bachelors/Family,2
1423,1,7500,630,3 out of 12,1,"Sumit Greendale, Chikhal Dongari",2,2,Bachelors/Family,2
1424,4,250000,2100,35 out of 60,2,"Bombay Dyeing Two ICC, Dadar East",2,2,Bachelors/Family,4
1425,3,150000,1100,9 out of 16,2,"Badrinath Tower, Amit Nagar",2,2,Family,3
1426,2,80000,730,4 out of 6,2,Perry Rd,2,2,Bachelors/Family,2
1427,3,75000,1380,9 out of 22,2,"Thakur Jewel, Thakur Village, Kandivali East",2,2,Bachelors/Family,3
1428,3,66000,1100,17 out of 22,2,"Shapoorji Pallonji Vicinia, Chandivali",2,2,Bachelors/Family,3
1429,1,45000,450,5 out of 7,2,Mahim West,2,2,Bachelors,1
1430,1,22000,500,3 out of 4,1,"Madhugiri Society, Chembur",2,1,Bachelors/Family,1
1431,3,65000,1100,9 out of 20,2,"Raheja Heights, Malad East",2,2,Bachelors,3
1432,3,55000,868,9 out of 21,2,"Orchid Suburbia, Bander Pakhadi",2,1,Family,3
1433,2,55000,750,6 out of 15,2,"Omkar Meridia, Bandra Kurla Complex",2,2,Bachelors/Family,2
1434,1,36000,540,2 out of 3,1,in Mahim West,2,1,Bachelors/Family,2
1435,4,230000,2100,21 out of 33,2,"Hiranandani Gardens Odyssey I, Hiranandani Gardens",2,2,Family,5
1436,1,22000,450,4 out of 7,2,Charkop Sector 6,2,2,Family,2
1437,3,170000,1600,25 out of 52,2,"Crescent Bay Callisto, Parel",2,2,Family,4
1438,1,34000,560,3 out of 7,1,Serenity Complex,2,2,Bachelors,2
1439,1,45000,500,2 out of 3,2,"Irla, Vile Parle West",2,1,Bachelors,1
1440,1,14000,305,2 out of 24,2,Kandivali West,2,1,Bachelors/Family,1
1441,3,75000,970,1 out of 3,2,"Paras Building, Sion East",2,2,Bachelors/Family,2
1442,1,7000,480,4 out of 4,2,Taloja Phase 2,2,1,Bachelors/Family,1
1443,2,55000,720,1 out of 6,2,"diamond garden, Chembur East",2,2,Bachelors/Family,2
1444,2,55000,950,7 out of 10,2,"Valentine Apartments, Gokuldham",2,2,Family,2
1445,4,700000,3200,24 out of 24,2,"Lady Ratan Tower, Worli",2,2,Bachelors/Family,4
1446,3,140000,1450,18 out of 33,2,"Hiranandani Gardens Torino, Hiranandani Gardens",2,2,Family,3
1447,2,42000,774,10 out of 20,2,"Lokhandwala Octacrest, Lokhandwala Twp",2,2,Family,2
1448,1,27000,450,2 out of 3,1,Andheri West,2,1,Family,1
1449,3,60000,1000,1 out of 10,2,Malad West,2,2,Bachelors,3
1450,1,17000,340,1 out of 8,1,Goregaon East,2,2,Bachelors/Family,1
1451,1,30000,430,14 out of 23,2,"Sindhi Society, Chembur",2,2,Bachelors/Family,2
1452,2,45000,722,4 out of 7,2,"Alpine Apartments, Chembur East",2,1,Bachelors/Family,2
1453,3,90000,1152,12 out of 21,2,"Kabra Metro One, Seven Bungalows",2,2,Bachelors/Family,2
1454,1,25000,641,3 out of 8,1,Borivali West,2,1,Bachelors/Family,1
1455,2,70000,810,4 out of 11,2,"Vintage Pearl Apartment, Bandra West",2,2,Bachelors/Family,2
1456,2,90000,800,5 out of 6,2,Vile Parle West,2,2,Family,2
1457,2,110000,875,12 out of 14,2,Bandra West,2,1,Bachelors/Family,2
1458,2,20000,700,8 out of 22,1,"Man Opus, Mira Road",2,1,Family,2
1459,1,35000,420,Ground out of 3,1,in Andheri West,2,2,Bachelors/Family,1
1460,3,80000,1400,1 out of 2,2,Ghatkopar,2,2,Bachelors/Family,3
1461,2,54500,758,12 out of 24,2,"L&T Emerald Isle, Chandivali",2,2,Bachelors/Family,2
1462,4,350000,2880,45 out of 60,2,"Lodha World Crest, Lower Parel",2,1,Bachelors,5
1463,1,45000,480,7 out of 7,2,Seven Bungalows,2,2,Bachelors/Family,2
1464,1,38000,550,6 out of 10,2,Sion East,2,1,Bachelors,2
1465,2,90000,900,60 out of 71,2,"Lodha Venezia, Parel",2,2,Bachelors,2
1466,1,22000,400,8 out of 22,1,Bhoiwada,2,1,Bachelors/Family,1
1467,2,70000,760,9 out of 22,2,"L&T Emerald Isle, Powai",2,2,Bachelors/Family,2
1468,4,380000,2800,36 out of 81,2,"World One Tower Mumbai, Worli",2,1,Bachelors,5
1469,1,50000,400,10 out of 22,2,"Hiranandani Regent Hill, Hiranandani Gardens",2,2,Bachelors/Family,1
1470,4,680000,1962,18 out of 20,2,Khar West,2,2,Bachelors/Family,5
1471,3,140000,1100,6 out of 12,2,Waterfield Road,2,2,Bachelors/Family,3
1472,2,40000,800,1 out of 3,1,in Borivali West,2,2,Bachelors/Family,2
1473,2,32000,590,7 out of 12,2,"Saaga Mrunali CHS, Shantivan",2,1,Family,2
1474,2,78000,600,14 out of 22,2,Andheri West,2,2,Bachelors/Family,2
1475,4,280000,2500,24 out of 60,2,"Bombay Dyeing Two ICC, Dadar TT Circle",2,2,Bachelors/Family,6
1476,2,45000,670,17 out of 22,2,Chembur,2,1,Bachelors/Family,2
1477,2,65000,960,16 out of 38,2,"Dosti Ambrosia, Wadala East",2,2,Bachelors/Family,2
1478,2,65000,1500,4 out of 4,1,in Sion,2,2,Bachelors/Family,3
1479,1,35000,500,1 out of 5,1,Ghatkopar West,2,2,Bachelors/Family,1
1480,3,90000,1120,8 out of 45,2,"DB Woods, Gokuldham",2,2,Family,2
1481,4,250000,2729,20 out of 27,2,"L&T Emerald Isle, Powai",2,2,Bachelors,5
1482,3,70000,3354,Ground out of 16,2,Talagatta Pura,3,2,Bachelors/Family,3
1483,2,10500,800,3 out of 4,1,Nagappa Reddy layout-Dooravani Nagar,3,2,Bachelors/Family,2
1484,2,13000,1000,Ground out of 4,1,"Kattigenahalli, Bellary Road",3,2,Bachelors/Family,2
1485,2,17000,1040,4 out of 4,1,C V Raman Nagar,3,2,Bachelors/Family,2
1486,3,21000,1403,1 out of 4,1,"Chikkalasandra, Bangalore",3,2,Bachelors/Family,3
1487,2,10000,600,3 out of 4,1,Talaghattapura,3,2,Bachelors/Family,1
1488,4,61500,2608,1 out of 4,2,Malleshwaram,3,2,Bachelors,3
1489,2,13000,850,1 out of 3,2,"Ramaiah Layout, Kacharakanahalli",3,2,Family,2
1490,1,7500,400,1 out of 2,1,Rajajinagar,3,1,Bachelors/Family,1
1491,2,17000,1000,3 out of 4,1,Padmanabha Nagar,3,2,Bachelors/Family,2
1492,3,25000,1350,5 out of 14,2,Kengeri Main Road,3,2,Bachelors,3
1493,2,10500,800,1 out of 2,2,Ramamurthy Nagar,3,2,Bachelors/Family,2
1494,1,8000,350,3 out of 3,1,Thanisandra,3,2,Bachelors/Family,1
1495,1,9500,900,Ground out of 2,1,J P Nagar,3,2,Bachelors/Family,1
1496,3,50000,2000,1 out of 2,2,Bannerghatta Main Road,3,2,Bachelors/Family,3
1497,2,13000,700,1 out of 4,1,"Vinayakanagar, Hebbal",3,2,Bachelors/Family,2
1498,1,13500,600,1 out of 4,1,venkatapuram,3,2,Bachelors/Family,1
1499,2,13000,700,Ground out of 1,2,"Vv Nagar, Bikasipura",3,2,Bachelors/Family,1
1500,1,15000,600,2 out of 4,1,C V Raman Nagar,3,2,Bachelors,1
1501,2,15000,1400,Ground out of 1,1,Ramamurthy Nagar,3,2,Bachelors/Family,3
1502,1,7000,600,Ground out of 3,1,Kacharakanahalli,3,1,Bachelors/Family,1
1503,2,25000,770,8 out of 32,1,Tumkur Road,3,2,Bachelors/Family,2
1504,2,17000,900,1 out of 2,2,Babusahib Palya,3,2,Family,2
1505,1,7500,500,Ground out of 3,1,"Kumaraswamy Layout, Kumaraswamy Layout",3,2,Bachelors/Family,1
1506,2,15000,1100,1 out of 2,1,Nri Layout,3,1,Bachelors/Family,2
1507,1,7500,500,1 out of 2,1,"Balaji Layout -Hongasandra, Hongasandra",3,2,Bachelors/Family,1
1508,3,25000,1260,Ground out of 2,1,Vijaya Bank Layout,3,2,Bachelors/Family,3
1509,3,54000,1750,2 out of 4,2,"Jaya Nagar Block 1, Jayanagar",3,2,Bachelors/Family,3
1510,1,14500,600,1 out of 3,2,Maruthi Sevanagar,3,2,Bachelors,1
1511,1,4500,450,Ground out of 3,1,Nelamangala,3,2,Bachelors/Family,1
1512,2,10500,800,3 out of 4,1,Yelahanka New Town,3,2,Bachelors/Family,1
1513,1,5500,400,Ground out of 2,1,Hongasandra,3,1,Bachelors/Family,1
1514,2,16000,600,1 out of 2,2,Girinagar,3,1,Bachelors,2
1515,1,7000,400,Ground out of 2,1,T Dasarahalli,3,1,Bachelors/Family,1
1516,2,12500,900,Ground out of 3,1,Ramamurthy Nagar,3,2,Bachelors/Family,2
1517,2,10000,1200,Ground out of 4,1,Jogupalya,3,2,Bachelors/Family,1
1518,2,18000,1045,1 out of 2,2,Maruthi Sevanagar,3,2,Bachelors,2
1519,3,28000,1021,10 out of 10,2,"Balaji Gardens Layout, Gottigere",3,2,Bachelors,3
1520,3,12000,1200,Ground out of 4,1,in Bannerghatta Road,3,1,Bachelors/Family,2
1521,2,13000,1000,1 out of 3,2,"Electronic City Phase 2, Electronic City",3,1,Bachelors/Family,1
1522,2,50000,1280,2 out of 12,2,Hebbal,3,2,Bachelors/Family,2
1523,1,7000,450,1 out of 2,2,Jalahalli East,3,2,Bachelors/Family,1
1524,2,30000,450,2 out of 3,1,"Garebhavipalya, Hongasandra, Hosur Road",3,1,Bachelors/Family,2
1525,1,10000,600,3 out of 4,1,Btm Layout Stage 4,3,2,Bachelors/Family,2
1526,2,15000,800,2 out of 3,1,Konanakunte,3,2,Bachelors/Family,2
1527,1,7500,500,2 out of 4,1,Basaveshwar Nagar,3,1,Bachelors/Family,1
1528,3,45000,1680,7 out of 19,1,"Jp Nagar Phase 7, J P Nagar",3,2,Bachelors/Family,3
1529,3,65000,2000,23 out of 40,2,Hebbal,3,2,Bachelors,3
1530,1,12000,500,1 out of 4,2,Koramangala Block 4,3,2,Bachelors,1
1531,1,7000,500,2 out of 2,2,"Aecs Layout-Singasandra, Singasandra, Hosur Road",3,2,Bachelors,1
1532,1,9000,800,2 out of 3,1,Mahadevapura,3,1,Bachelors/Family,1
1533,2,23000,1100,2 out of 3,1,Banaswadi,3,2,Family,2
1534,2,30000,1200,3 out of 4,1,"Kalasipalyam, Kalasipalyam",3,2,Bachelors/Family,2
1535,1,8000,500,2 out of 3,2,"Tilak Nagar, Jayanagar, bannerghatta main Road",3,1,Bachelors/Family,1
1536,2,16000,1155,3 out of 4,1,K R Puram,3,2,Family,2
1537,1,7500,440,3 out of 4,1,Electronic City,3,2,Bachelors/Family,1
1538,2,20000,1040,1 out of 7,2,Sarjapur Road,3,2,Bachelors/Family,2
1539,4,110000,2900,7 out of 18,2,whitefield,3,2,Bachelors,4
1540,3,30000,1200,1 out of 2,1,Nagondanahalli,3,2,Bachelors/Family,2
1541,3,20000,1600,2 out of 3,1,"Isro Layout, Kumaraswamy Layout",3,2,Family,3
1542,4,84000,3150,8 out of 19,2,Banashankari,3,1,Bachelors,4
1543,2,17000,1000,2 out of 4,1,JAR Shikara,3,2,Bachelors/Family,2
1544,2,15000,1200,1 out of 2,1,Medahalli,3,2,Bachelors/Family,2
1545,1,6000,400,4 out of 5,1,"Electronic City Phase 2, Electronic City",3,2,Bachelors/Family,1
1546,2,16000,950,1 out of 1,2,Ramamurthy Nagar,3,2,Bachelors/Family,3
1547,2,9500,530,1 out of 3,2,Byatarayanapura,3,2,Bachelors/Family,1
1548,1,8000,300,Ground out of 2,2,"Udayanagar Extension, Mahadevapura",3,1,Bachelors/Family,1
1549,2,15000,1000,Ground out of 3,1,"Dwarka Nagar, Kattigenahalli",3,2,Bachelors/Family,2
1550,1,12000,450,3 out of 3,1,Btm Layout,3,1,Bachelors/Family,1
1551,1,10000,600,Ground out of 1,2,"Jeevan Bima Nagar, Airport Road",3,2,Bachelors,1
1552,2,16000,1100,2 out of 4,1,"Jaya Nagar Block 7, Jayanagar",3,1,Bachelors/Family,2
1553,1,11000,400,1 out of 4,1,Chamrajpet,3,1,Bachelors/Family,1
1554,2,11000,700,1 out of 2,1,"Hosa Road, off Hosur Road",3,1,Bachelors/Family,2
1555,2,20000,1105,1 out of 4,1,"Electronics City Phase 1, Electronic City",3,2,Bachelors/Family,2
1556,3,24000,1430,3 out of 4,1,Subramanyapura,3,2,Bachelors/Family,2
1557,2,14500,850,2 out of 4,1,K R Puram,3,2,Bachelors/Family,2
1558,1,4000,650,1 out of 2,1,Byatarayanapura,3,1,Bachelors/Family,1
1559,2,12000,1200,Ground out of 2,1,Kempapura Agrahara,3,1,Bachelors/Family,2
1560,2,8500,600,1 out of 3,1,Vijayanagar,3,1,Bachelors/Family,2
1561,1,9000,400,2 out of 4,2,Munnekollal,3,2,Bachelors/Family,1
1562,4,180000,2800,Ground out of 4,2,"Sarakki Nagar, J P Nagar",3,2,Family,4
1563,2,10500,1100,Ground out of 1,1,"Ananda Puram, Jeevan Bima Nagar",3,2,Bachelors/Family,2
1564,2,12000,900,1 out of 5,1,"Electronic City Phase 2, Electronic City",3,1,Bachelors,2
1565,3,32000,1300,2 out of 4,1,"Hrbr Layout, Kalyan Nagar, Outer Ring Road",3,2,Bachelors/Family,2
1566,2,15000,1000,Ground out of 1,1,Horamavu kelkkeri road,3,2,Bachelors/Family,3
1567,3,21000,1000,1 out of 2,2,"Vishweshwaraiah Layout, Annapurneshwari Nagar",3,2,Bachelors/Family,3
1568,2,12000,900,Ground out of 1,2,Babusapalya,3,1,Bachelors/Family,2
1569,1,7000,800,1 out of 1,2,Babusapalya,3,1,Bachelors/Family,1
1570,2,15000,750,1 out of 3,1,Hutchins Road,3,1,Bachelors/Family,2
1571,2,11400,1100,2 out of 5,2,Nisarga capital appartment,3,1,Bachelors,2
1572,2,15000,1200,1 out of 3,1,"Jp Nagar Phase 1, J P Nagar",3,2,Bachelors/Family,2
1573,2,19000,1000,Ground out of 2,2,"Rbi Layout, J P Nagar",3,2,Bachelors/Family,2
1574,2,27000,1000,4 out of 4,2,"Hbr Layout Block 4, HBR Layout",3,2,Bachelors,2
1575,3,48000,2000,2 out of 4,2,Frazer Town,3,2,Bachelors/Family,3
1576,1,7000,550,1 out of 3,1,Chikkalasandra,3,2,Bachelors/Family,1
1577,2,15000,1130,Ground out of 4,1,whitefield,3,1,Family,2
1578,2,10000,600,Ground out of 1,1,Abbigere,3,2,Bachelors/Family,2
1579,1,7000,100,1 out of 2,2,Chikkabanavara,3,2,Bachelors/Family,1
1580,2,9000,500,2 out of 5,1,"Meenakshi Layout, Kengeri",3,2,Bachelors/Family,1
1581,1,8000,600,Ground out of 3,1,Rajajinagar,3,1,Bachelors/Family,1
1582,2,35000,1200,1 out of 5,2,Mahatma Gandhi Road,3,2,Bachelors,2
1583,2,16000,850,1 out of 2,1,Bilekahalli,3,2,Bachelors/Family,2
1584,1,4500,600,1 out of 4,1,Madanayakahalli,3,1,Bachelors/Family,1
1585,2,16000,600,1 out of 3,1,Sivanchetti Gardens,3,1,Bachelors/Family,1
1586,2,10000,700,1 out of 4,1,Nagavara,3,2,Bachelors/Family,1
